IDRC Kenya,,Project: ,,,,,,,,,
09-May-2019,,Created : ,,,,,,,,,
Process ID,Sample ID,Sample ID,Order,Genus,Species,Subspecies,Country/Ocean,Exact Site,Lat,Lon,Elev
KPLA521-12,CCDB-12956_KK180,CCDB-12956_KK180,Lamiales,Clerodendrum,Clerodendrum sp.,,Kenya,,0.453,34.867,1575
KPLA441-12,CCDB-12955_KK100,CCDB-12955_KK100,Lamiales,Clerodendrum,Clerodendrum sp.,,Kenya,,0.253,34.863,1592
KPLA515-12,CCDB-12956_KK174,CCDB-12956_KK174,Lamiales,Clerodendrum,Clerodendrum sp.,,Kenya,,0.453,34.867,1575
KPLA875-12,CCDB-13728_TH534,CCDB-13728_TH534,Malpighiales,Clusia,Clusia abyssinica,,Kenya,,3.37,38.34,1820
KPLA108-11,Kis 014,Kis 014,Cucurbitales,Coccinia,Coccinia grandis,,Kenya,,,,
KPLA105-11,Kis 011,Kis 011,Cucurbitales,Coccinia,Coccinia grandis,,Kenya,,,,
KPLA106-11,Kis 012,Kis 012,Cucurbitales,Coccinia,Coccinia grandis,,Kenya,,,,
KPLA107-11,Kis 013,Kis 013,Cucurbitales,Coccinia,Coccinia grandis,,Kenya,,,,
KPLA109-11,Kis 015,Kis 015,Cucurbitales,Coccinia,Coccinia grandis,,Kenya,,,,
KPLA785-12,CCDB-12941_TH444,CCDB-12941_TH444,Gentianales,Coffea,Coffea fadenii,,Kenya,,3.367,38.341,1856
KPLA1086-12,CCDB-12954_TH745,CCDB-12954_TH745,Gentianales,Coffea,Coffea fadenii,,Kenya,,3.33,38.45,1615
KPLA788-12,CCDB-12941_TH447,CCDB-12941_TH447,Gentianales,Coffea,Coffea fadenii,,Kenya,,3.367,38.341,1856
KPLA628-12,CCDB-11488_KK287,CCDB-11488_KK287,Gentianales,Coffea,Coffea ugandensis,,Kenya,,0.454,34.867,1678
KPLA611-12,CCDB-11488_KK270,CCDB-11488_KK270,Gentianales,Coffea,Coffea ugandensis,,Kenya,,0.453,34.867,1669
KPLA596-12,CCDB-11488_KK255,CCDB-11488_KK255,Gentianales,Coffea,Coffea ugandensis,,Kenya,,0.453,34.867,1669
KPLA583-12,CCDB-11488_KK242,CCDB-11488_KK242,Gentianales,Coffea,Coffea ugandensis,,Kenya,,0.453,34.867,1669
KPLA591-12,CCDB-11488_KK250,CCDB-11488_KK250,Gentianales,Coffea,Coffea ugandensis,,Kenya,,0.453,34.867,1669
KPLA560-12,CCDB-12956_KK219,CCDB-12956_KK219,Gentianales,Coffea,Coffea ugandensis,,Kenya,,0.453,34.867,1669
KPLA606-12,CCDB-11488_KK265,CCDB-11488_KK265,Gentianales,Coffea,Coffea ugandensis,,Kenya,,0.453,34.867,1669
KPLA600-12,CCDB-11488_KK259,CCDB-11488_KK259,Gentianales,Coffea,Coffea ugandensis,,Kenya,,0.453,34.867,1669
KPLA668-12,CCDB-12953_KK327,CCDB-12953_KK327,Gentianales,Coffea,Coffea ugandensis,,Kenya,,0.454,34.867,1678
KPLA1039-12,CCDB-13729_TH698,CCDB-13729_TH698,Malvales,Cola,,,Kenya,,3.487,38.345,1595
KPLA962-12,CCDB-13729_TH621,CCDB-13729_TH621,Malvales,Cola,Cola greenwayi,,Kenya,,3.489,38.349,1609
KPLA1087-12,CCDB-12954_TH746,CCDB-12954_TH746,Malvales,Cola,Cola sp.,,Kenya,,3.33,38.45,1615
KPLA1001-12,CCDB-13729_TH660,CCDB-13729_TH660,Malvales,Cola,Cola sp.,,Kenya,,3.489,38.345,1614
KPLA435-12,CCDB-12955_KK094,CCDB-12955_KK094,Myrtales,Combretum,Combretum sp.,,Kenya,,0.253,34.863,1592
KPLA463-12,CCDB-12955_KK122,CCDB-12955_KK122,Oxalidales,,,,Kenya,,0.12,34.528,1573
KPLA822-12,CCDB-12941_TH481,CCDB-12941_TH481,Oxalidales,Connarus,Connarus sp.,,Kenya,,3.367,38.341,1857
KPLA883-12,CCDB-13728_TH542,CCDB-13728_TH542,Oxalidales,Connarus,Connarus sp.,,Kenya,,3.49,38.346,1635
KPLA754-12,CCDB-12953_TH413,CCDB-12953_TH413,Oxalidales,Connarus,Connarus sp.,,Kenya,,3.367,38.341,1856
KPLA620-12,CCDB-11488_KK279,CCDB-11488_KK279,Boraginales,Cordia,Cordia africana,,Kenya,,0.453,34.867,1676
KPLA418-12,CCDB-12955_KK077,CCDB-12955_KK077,Fabales,Craibia,Craibia brownii,,Kenya,,0.27,34.88,1582
KPLA1020-12,CCDB-13729_TH679,CCDB-13729_TH679,Fabales,Craibia,Craibia zimmermannii,,Kenya,,3.488,38.345,1609
KPLA772-12,CCDB-12941_TH431,CCDB-12941_TH431,Fabales,Craibia,Craibia zimmermannii,,Kenya,,3.367,38.341,1856
KPLA763-12,CCDB-12941_TH422,CCDB-12941_TH422,Fabales,Craibia,Craibia zimmermannii,,Kenya,,3.367,38.341,1856
KPLA1084-12,CCDB-12954_TH743,CCDB-12954_TH743,Fabales,Craibia,Craibia zimmermannii,,Kenya,,3.33,38.45,1615
KPLA817-12,CCDB-12941_TH476,CCDB-12941_TH476,Fabales,Craibia,Craibia zimmermannii,,Kenya,,3.367,38.341,1858
KPLA458-12,CCDB-12955_KK117,CCDB-12955_KK117,Gentianales,Craterispermum,Craterispermum schweinfurthii,,Kenya,,0.204,34.877,1546
KPLA427-12,CCDB-12955_KK086,CCDB-12955_KK086,Asparagales,Cribbia,Cribbia brachyceras,,Kenya,,0.245,34.864,1600
KPLA813-12,CCDB-12941_TH472,CCDB-12941_TH472,Lamiales,Crossandra,Crossandra tridentata,,Kenya,,3.367,38.341,1858
KPLA1121-12,CCDB-12954_TH780,CCDB-12954_TH780,Lamiales,Crossandra,Crossandra tridentata,,Kenya,,3.331,38.451,1611
KPLA802-12,CCDB-12941_TH461,CCDB-12941_TH461,Fabales,Crotalaria,Crotalaria goodiiformis,,Kenya,,3.367,38.341,1856
KPLA623-12,CCDB-11488_KK282,CCDB-11488_KK282,Malpighiales,Croton,Croton macrostachyus,,Kenya,,0.453,34.867,1676
KPLA913-12,CCDB-13728_TH572,CCDB-13728_TH572,Alismatales,Culcasia,Culcasia falcifolia,,Kenya,,3.49,38.347,1635
KPLA485-12,CCDB-12956_KK144,CCDB-12956_KK144,Alismatales,Culcasia,Culcasia falcifolia,,Kenya,,0.204,34.881,1574
KPLA1083-12,CCDB-12954_TH742,CCDB-12954_TH742,Alismatales,Culcasia,Culcasia falcifolia,,Kenya,,3.33,38.45,1615
KPLA1010-12,CCDB-13729_TH669,CCDB-13729_TH669,Alismatales,Culcasia,Culcasia falcifolia,,Kenya,,3.488,38.345,1609
KPLA757-12,CCDB-12953_TH416,CCDB-12953_TH416,Alismatales,Culcasia,Culcasia falcifolia,,Kenya,,3.367,38.341,1856
KPLA1027-12,CCDB-13729_TH686,CCDB-13729_TH686,Alismatales,Culcasia,Culcasia falcifolia,,Kenya,,3.487,38.345,1595
KPLA968-12,CCDB-13729_TH627,CCDB-13729_TH627,Alismatales,Culcasia,Culcasia falcifolia,,Kenya,,3.489,38.349,1609
KPLA882-12,CCDB-13728_TH541,CCDB-13728_TH541,Alismatales,Culcasia,Culcasia falcifolia,,Kenya,,3.49,38.346,1635
KPLA1113-12,CCDB-12954_TH772,CCDB-12954_TH772,Apiales,Cussonia,Cussonia spicata,,Kenya,,3.331,38.451,1611
KPLA878-12,CCDB-13728_TH537,CCDB-13728_TH537,Apiales,Cussonia,Cussonia spicata,,Kenya,,3.37,38.34,1820
KPLA855-12,CCDB-13728_TH514,CCDB-13728_TH514,Asparagales,Cynorkis,Cynorkis uncata,,Kenya,,3.364,38.34,1971
KPLA210-11,KK 116,KK 116,Asparagales,Cyrtochis,Cyrtochis arcuata,,Kenya,,,,
KPLA214-11,KK 120,KK 120,Asparagales,Cyrtochis,Cyrtochis arcuata,,Kenya,,,,
KPLA213-11,KK 119,KK 119,Asparagales,Cyrtochis,Cyrtochis arcuata,,Kenya,,,,
KPLA212-11,KK 118,KK 118,Asparagales,Cyrtochis,Cyrtochis arcuata,,Kenya,,,,
KPLA211-11,KK 117,KK 117,Asparagales,Cyrtochis,Cyrtochis arcuata,,Kenya,,,,
KPLA309-12,CCDB-12153_KK 024d,CCDB-12153_KK 024d,Asparagales,Cyrtorchis,Cyrtorchis arcuata,,Kenya,,0.14683,34.5192,1592
KPLA306-12,CCDB-12153_KK 024a,CCDB-12153_KK 024a,Asparagales,Cyrtorchis,Cyrtorchis arcuata,,Kenya,,0.14683,34.5192,1592
KPLA305-12,CCDB-12153_KK 024,CCDB-12153_KK 024,Asparagales,Cyrtorchis,Cyrtorchis arcuata,,Kenya,,0.14683,34.5192,1592
KPLA308-12,CCDB-12153_KK 024c,CCDB-12153_KK 024c,Asparagales,Cyrtorchis,Cyrtorchis arcuata,,Kenya,,0.14683,34.5192,1592
KPLA307-12,CCDB-12153_KK 024b,CCDB-12153_KK 024b,Asparagales,Cyrtorchis,Cyrtorchis arcuata,,Kenya,,0.14683,34.5192,1592
KPLA422-12,CCDB-12955_KK081,CCDB-12955_KK081,Malpighiales,Dasylepis,,,Kenya,,0.156,34.52,1573
KPLA815-12,CCDB-12941_TH474,CCDB-12941_TH474,Malpighiales,Dasylepis,Dasylepis integra,,Kenya,,3.367,38.341,1858
KPLA762-12,CCDB-12941_TH421,CCDB-12941_TH421,Malpighiales,Dasylepis,Dasylepis integra,,Kenya,,3.367,38.341,1856
KPLA1127-12,CCDB-12954_TH786,CCDB-12954_TH786,Malpighiales,Dasylepis,Dasylepis integra,,Kenya,,3.331,38.451,1611
KPLA470-12,CCDB-12955_KK129,CCDB-12955_KK129,Sapindales,Deinbollia,Deinbollia kilimandscharica,,Kenya,,0.206,34.881,1565
KPLA929-12,CCDB-13728_TH588,CCDB-13728_TH588,Fabales,Desmodium,Desmodium repandum,,Kenya,,3.49,38.347,1635
KPLA832-12,CCDB-12941_TH491,CCDB-12941_TH491,Fabales,Desmodium,Desmodium repandum,,Kenya,,3.365,38.341,1893
KPLA354-12,CCDB-12153_KK 033d,CCDB-12153_KK 033d,Asparagales,Diaphananthe,Diaphananthe montana,,Kenya,,-1.2824,37.113,2105
KPLA350-12,CCDB-12153_KK 033,CCDB-12153_KK 033,Asparagales,Diaphananthe,Diaphananthe montana,,Kenya,,-1.2824,37.113,2105
KPLA351-12,CCDB-12153_KK 033a,CCDB-12153_KK 033a,Asparagales,Diaphananthe,Diaphananthe montana,,Kenya,,-1.2824,37.113,2105
KPLA352-12,CCDB-12153_KK 033b,CCDB-12153_KK 033b,Asparagales,Diaphananthe,Diaphananthe montana,,Kenya,,-1.2824,37.113,2105
KPLA353-12,CCDB-12153_KK 033c,CCDB-12153_KK 033c,Asparagales,Diaphananthe,Diaphananthe montana,,Kenya,,-1.2824,37.113,2105
KPLA255-11,NH 161,NH 161,Asparagales,Diaphananthe,Diaphananthe montana,,Kenya,,,,
KPLA256-11,NH 162,NH 162,Asparagales,Diaphananthe,Diaphananthe montana,,Kenya,,,,
KPLA257-11,NH 163,NH 163,Asparagales,Diaphananthe,Diaphananthe montana,,Kenya,,,,
KPLA259-11,NH 165,NH 165,Asparagales,Diaphananthe,Diaphananthe montana,,Kenya,,,,
KPLA258-11,NH 164,NH 164,Asparagales,Diaphananthe,Diaphananthe montana,,Kenya,,,,
KPLA219-11,KK 125,KK 125,Asparagales,Diaphananthe,Diaphananthe subsimplex,,Kenya,,,,
KPLA216-11,KK 122,KK 122,Asparagales,Diaphananthe,Diaphananthe subsimplex,,Kenya,,,,
KPLA416-12,CCDB-12955_KK075,CCDB-12955_KK075,Asparagales,Diaphananthe,Diaphananthe subsimplex,,Kenya,,0.27,34.88,1582
KPLA311-12,CCDB-12153_KK 025a,CCDB-12153_KK 025a,Asparagales,Diaphananthe,Diaphananthe subsimplex,,Kenya,,0.14683,34.5192,1592
KPLA217-11,KK 123,KK 123,Asparagales,Diaphananthe,Diaphananthe subsimplex,,Kenya,,,,
KPLA314-12,CCDB-12153_KK 025d,CCDB-12153_KK 025d,Asparagales,Diaphananthe,Diaphananthe subsimplex,,Kenya,,0.14683,34.5192,1592
KPLA310-12,CCDB-12153_KK 025,CCDB-12153_KK 025,Asparagales,Diaphananthe,Diaphananthe subsimplex,,Kenya,,0.14683,34.5192,1592
KPLA313-12,CCDB-12153_KK 025c,CCDB-12153_KK 025c,Asparagales,Diaphananthe,Diaphananthe subsimplex,,Kenya,,0.14683,34.5192,1592
KPLA215-11,KK 121,KK 121,Asparagales,Diaphananthe,Diaphananthe subsimplex,,Kenya,,,,
KPLA312-12,CCDB-12153_KK 025b,CCDB-12153_KK 025b,Asparagales,Diaphananthe,Diaphananthe subsimplex,,Kenya,,0.14683,34.5192,1592
KPLA218-11,KK 124,KK 124,Asparagales,Diaphananthe,Diaphananthe subsimplex,,Kenya,,,,
KPLA774-12,CCDB-12941_TH433,CCDB-12941_TH433,Malpighiales,Dichapetalum,Dichapetalum eickii,,Kenya,,3.367,38.341,1856
KPLA803-12,CCDB-12941_TH462,CCDB-12941_TH462,Malpighiales,Dichapetalum,Dichapetalum eickii,,Kenya,,3.367,38.341,1856
KPLA740-12,CCDB-12953_TH399,CCDB-12953_TH399,Malpighiales,Dichapetalum,Dichapetalum eickii,,Kenya,,-3.36702,38.3405,1850
KPLA1023-12,CCDB-13729_TH682,CCDB-13729_TH682,Malpighiales,Dichapetalum,Dichapetalum eickii,,Kenya,,3.488,38.345,1609
KPLA764-12,CCDB-12941_TH423,CCDB-12941_TH423,Malpighiales,Dichapetalum,Dichapetalum eickii,,Kenya,,3.367,38.341,1856
KPLA1106-12,CCDB-12954_TH765,CCDB-12954_TH765,Malpighiales,Dichapetalum,Dichapetalum sp.,,Kenya,,3.33,38.45,1615
KPLA869-12,CCDB-13728_TH528,CCDB-13728_TH528,Malvales,Dicranolepis,Dicranolepis usambarica,,Kenya,,3.37,38.34,1848
KPLA1094-12,CCDB-12954_TH753,CCDB-12954_TH753,Malvales,Dicranolepis,Dicranolepis usambarica,,Kenya,,3.33,38.45,1615
KPLA1125-12,CCDB-12954_TH784,CCDB-12954_TH784,Malvales,Dicranolepis,Dicranolepis usambarica,,Kenya,,3.331,38.451,1611
KPLA752-12,CCDB-12953_TH411,CCDB-12953_TH411,Malvales,Dicranolepis,Dicranolepis usambarica,,Kenya,,3.367,38.341,1856
KPLA608-12,CCDB-11488_KK267,CCDB-11488_KK267,Ericales,Diospyros,,,Kenya,,0.453,34.867,1669
KPLA556-12,CCDB-12956_KK215,CCDB-12956_KK215,Ericales,Diospyros,,,Kenya,,0.453,34.867,1669
KPLA595-12,CCDB-11488_KK254,CCDB-11488_KK254,Ericales,Diospyros,Diospyros abyssinica,,Kenya,,0.453,34.867,1669
KPLA1122-12,CCDB-12954_TH781,CCDB-12954_TH781,Ericales,Diospyros,Diospyros abyssinica,,Kenya,,3.331,38.451,1611
KPLA509-12,CCDB-12956_KK168,CCDB-12956_KK168,Ericales,Diospyros,Diospyros abyssinica,,Kenya,,0.453,34.867,1575
KPLA414-12,CCDB-12955_KK073,CCDB-12955_KK073,Ericales,Diospyros,Diospyros abyssinica,,Kenya,,0.27,34.88,1582
KPLA703-12,CCDB-12953_KK362,CCDB-12953_KK362,Ericales,Diospyros,Diospyros abyssinica,,Kenya,,0.453,34.866,1642
KPLA1099-12,CCDB-12954_TH758,CCDB-12954_TH758,Ericales,Diospyros,Diospyros abyssinica,,Kenya,,3.33,38.45,1615
KPLA644-12,CCDB-11488_KK303,CCDB-11488_KK303,Ericales,Diospyros,Diospyros abyssinica,,Kenya,,0.454,34.867,1678
KPLA870-12,CCDB-13728_TH529,CCDB-13728_TH529,Ericales,Diospyros,Diospyros natalensis,,Kenya,,3.37,38.34,1848
KPLA529-12,CCDB-12956_KK188,CCDB-12956_KK188,Ericales,Diospyros,Diospyros sp.,,Kenya,,0.453,34.867,1575
KPLA518-12,CCDB-12956_KK177,CCDB-12956_KK177,Ericales,Diospyros,Diospyros sp.,,Kenya,,0.453,34.867,1575
KPLA856-12,CCDB-13728_TH515,CCDB-13728_TH515,Asparagales,Disperis,Disperis kilimanjarica,,Kenya,,3.364,38.34,1971
KPLA748-12,CCDB-12953_TH407,CCDB-12953_TH407,Asparagales,Disperis,Disperis kilimanjarica,,Kenya,,3.367,38.341,1852
KPLA405-12,CCDB-12955_KK064,CCDB-12955_KK064,Rosales,Dorstenia,Dorstenia sp.,,Kenya,,0.2514,34.868,1620
KPLA602-12,CCDB-11488_KK261,CCDB-11488_KK261,Malpighiales,Dovyalis,,,Kenya,,0.453,34.867,1669
KPLA443-12,CCDB-12955_KK102,CCDB-12955_KK102,Malpighiales,Dovyalis,Dovyalis macrocalyx,,Kenya,,0.253,34.861,1577
KPLA514-12,CCDB-12956_KK173,CCDB-12956_KK173,Malpighiales,Dovyalis,Dovyalis macrocalyx,,Kenya,,0.453,34.867,1575
KPLA586-12,CCDB-11488_KK245,CCDB-11488_KK245,Malpighiales,Dovyalis,Dovyalis sp.,,Kenya,,0.453,34.867,1669
KPLA524-12,CCDB-12956_KK183,CCDB-12956_KK183,Malpighiales,Dovyalis,Dovyalis sp.,,Kenya,,0.453,34.867,1575
KPLA941-12,CCDB-13728_TH600,CCDB-13728_TH600,Asparagales,Dracaena,Dracaena fragrans,,Kenya,,3.49,38.347,1635
KPLA1090-12,CCDB-12954_TH749,CCDB-12954_TH749,Asparagales,Dracaena,Dracaena fragrans,,Kenya,,3.33,38.45,1615
KPLA914-12,CCDB-13728_TH573,CCDB-13728_TH573,Asparagales,Dracaena,Dracaena fragrans,,Kenya,,3.49,38.347,1635
KPLA746-12,CCDB-12953_TH405,CCDB-12953_TH405,Asparagales,Dracaena,Dracaena fragrans,,Kenya,,-3.36702,38.3405,1850
KPLA954-12,CCDB-13729_TH613,CCDB-13729_TH613,Asparagales,Dracaena,Dracaena fragrans,,Kenya,,3.489,38.349,1609
KPLA890-12,CCDB-13728_TH549,CCDB-13728_TH549,Asparagales,Dracaena,Dracaena fragrans,,Kenya,,3.49,38.346,1635
KPLA983-12,CCDB-13729_TH642,CCDB-13729_TH642,Asparagales,Dracaena,Dracaena fragrans,,Kenya,,3.489,38.345,1614
KPLA781-12,CCDB-12941_TH440,CCDB-12941_TH440,Asparagales,Dracaena,Dracaena laxissima,,Kenya,,3.367,38.341,1856
KPLA1117-12,CCDB-12954_TH776,CCDB-12954_TH776,Asparagales,Dracaena,Dracaena laxissima,,Kenya,,3.331,38.451,1611
KPLA787-12,CCDB-12941_TH446,CCDB-12941_TH446,Asparagales,Dracaena,Dracaena laxissima,,Kenya,,3.367,38.341,1856
KPLA648-12,CCDB-11488_KK307,CCDB-11488_KK307,Asparagales,Dracaena,Dracaena laxissima,,Kenya,,0.454,34.867,1678
KPLA1092-12,CCDB-12954_TH751,CCDB-12954_TH751,Asparagales,Dracaena,Dracaena laxissima,,Kenya,,3.33,38.45,1615
KPLA392-12,CCDB-12955_KK051,CCDB-12955_KK051,Asparagales,Dracaena,Dracaena laxissima,,Kenya,,0.2467,34.868,1610
KPLA811-12,CCDB-12941_TH470,CCDB-12941_TH470,Asparagales,Dracaena,Dracaena laxissima,,Kenya,,3.367,38.341,1858
KPLA980-12,CCDB-13729_TH639,CCDB-13729_TH639,Polypodiales,Dryopteris,Dryopteris sp.,,Kenya,,3.489,38.345,1614
KPLA425-12,CCDB-12955_KK084,CCDB-12955_KK084,Malpighiales,Drypetes,Drypetes gerrardii,,Kenya,,0.258,34.87,1581
KPLA1137-12,CCDB-12954_TH796,CCDB-12954_TH796,Malpighiales,Drypetes,Drypetes gerrardii,,Kenya,,3.331,38.451,1611
KPLA1038-12,CCDB-13729_TH697,CCDB-13729_TH697,Malpighiales,Drypetes,Drypetes gerrardii,,Kenya,,3.487,38.345,1595
KPLA965-12,CCDB-13729_TH624,CCDB-13729_TH624,Boraginales,Ehretia,Ehretia cymosa,,Kenya,,3.489,38.349,1609
KPLA617-12,CCDB-11488_KK276,CCDB-11488_KK276,Boraginales,Ehretia,Ehretia cymosa,,Kenya,,0.453,34.867,1676
KPLA661-12,CCDB-11488_KK320,CCDB-11488_KK320,Boraginales,Ehretia,Ehretia cymosa,,Kenya,,0.454,34.867,1678
KPLA1073-12,CCDB-12954_TH732,CCDB-12954_TH732,Sapindales,Ekebergia,Ekebergia capensis,,Kenya,,3.479,38.341,1609
KPLA161-11,KK 067,KK 067,Ericales,Englerophytum,Englerophytum oblanceolatum,,Kenya,,,,
KPLA162-11,KK 068,KK 068,Ericales,Englerophytum,Englerophytum oblanceolatum,,Kenya,,,,
KPLA160-11,KK 066,KK 066,Ericales,Englerophytum,Englerophytum oblanceolatum,,Kenya,,,,
KPLA164-11,KK 070,KK 070,Ericales,Englerophytum,Englerophytum oblanceolatum,,Kenya,,,,
KPLA163-11,KK 069,KK 069,Ericales,Englerophytum,Englerophytum oblanceolatum,,Kenya,,,,
KPLA432-12,CCDB-12955_KK091,CCDB-12955_KK091,Fabales,Entada,Entada abyssinica,,Kenya,,0.253,34.863,1592
KPLA594-12,CCDB-11488_KK253,CCDB-11488_KK253,Malpighiales,Erythrococca,,,Kenya,,0.453,34.867,1669
KPLA638-12,CCDB-11488_KK297,CCDB-11488_KK297,Malpighiales,Erythrococca,,,Kenya,,0.454,34.867,1678
KPLA609-12,CCDB-11488_KK268,CCDB-11488_KK268,Malpighiales,Erythrococca,,,Kenya,,0.453,34.867,1669
KPLA557-12,CCDB-12956_KK216,CCDB-12956_KK216,Malpighiales,Erythrococca,,,Kenya,,0.453,34.867,1669
KPLA517-12,CCDB-12956_KK176,CCDB-12956_KK176,Malpighiales,Erythrococca,Erythrococca atrovirens,,Kenya,,0.453,34.867,1575
KPLA692-12,CCDB-12953_KK351,CCDB-12953_KK351,Malpighiales,Erythrococca,Erythrococca atrovirens,,Kenya,,0.453,34.866,1642
KPLA380-12,CCDB-12955_KK039,CCDB-12955_KK039,Malpighiales,Erythrococca,Erythrococca trichogyne,,Kenya,,0.2467,34.868,1610
KPLA457-12,CCDB-12955_KK116,CCDB-12955_KK116,Asparagales,Eulophia,Eulophia horsfalii,,Kenya,,0.204,34.877,1546
KPLA722-12,CCDB-12953_KK381,CCDB-12953_KK381,Asparagales,Eulophia,Eulophia horsfallii,,Kenya,,0.21519,34.8841,1600
KPLA122-11,Kis 028,Kis 028,Asparagales,Eulophia,Eulophia speciosa,,Kenya,,,,
KPLA121-11,Kis 027,Kis 027,Asparagales,Eulophia,Eulophia speciosa,,Kenya,,,,
KPLA123-11,Kis 029,Kis 029,Asparagales,Eulophia,Eulophia speciosa,,Kenya,,,,
KPLA120-11,Kis 026,Kis 026,Asparagales,Eulophia,Eulophia speciosa,,Kenya,,,,
KPLA124-11,Kis 030,Kis 030,Asparagales,Eulophia,Eulophia speciosa,,Kenya,,,,
KPLA720-12,CCDB-12953_KK379,CCDB-12953_KK379,Asparagales,Eulophia,Eulophia stachyodes,,Kenya,,0.1256,34.5304,1522
KPLA735-12,CCDB-12953_TH394,CCDB-12953_TH394,Malpighiales,Euphorbia,Euphorbia engleri,,Kenya,,-3.36702,38.3405,1850
KPLA810-12,CCDB-12941_TH469,CCDB-12941_TH469,Malpighiales,Euphorbia,Euphorbia engleri,,Kenya,,3.367,38.341,1858
KPLA1046-12,CCDB-12954_TH705,CCDB-12954_TH705,Rosales,Ficus,Ficus sp.,,Kenya,,3.487,38.345,1595
KPLA413-12,CCDB-12955_KK072,CCDB-12955_KK072,Rosales,Ficus,Ficus sp.,,Kenya,,0.27,34.88,1582
KPLA627-12,CCDB-11488_KK286,CCDB-11488_KK286,Rosales,Ficus,Ficus sur,,Kenya,,0.453,34.867,1676
KPLA1047-12,CCDB-12954_TH706,CCDB-12954_TH706,Rosales,Ficus,Ficus thonningii,,Kenya,,3.487,38.345,1595
KPLA704-12,CCDB-12953_KK363,CCDB-12953_KK363,Rosales,Ficus,Ficus thonningii,,Kenya,,0.45507,34.8651,1665
KPLA411-12,CCDB-12955_KK070,CCDB-12955_KK070,Gentianales,Funtumia,Funtumia africana,,Kenya,,0.272,34.881,1581
KPLA657-12,CCDB-11488_KK316,CCDB-11488_KK316,Gentianales,Funtumia,Funtumia africana,,Kenya,,0.454,34.867,1678
KPLA571-12,CCDB-11488_KK230,CCDB-11488_KK230,Gentianales,Funtumia,Funtumia africana,,Kenya,,0.453,34.867,1669
KPLA877-12,CCDB-13728_TH536,CCDB-13728_TH536,Asterales,Galinsoga,Galinsoga parviflora,,Kenya,,3.37,38.34,1820
KPLA804-12,CCDB-12941_TH463,CCDB-12941_TH463,Malpighiales,Garcinia,Garcinia volkensii,,Kenya,,3.367,38.341,1858
KPLA1102-12,CCDB-12954_TH761,CCDB-12954_TH761,Malpighiales,Garcinia,Garcinia volkensii,,Kenya,,3.33,38.45,1615
KPLA1042-12,CCDB-13729_TH701,CCDB-13729_TH701,Malpighiales,Garcinia,Garcinia volkensii,,Kenya,,3.487,38.345,1595
KPLA1062-12,CCDB-12954_TH721,CCDB-12954_TH721,Malpighiales,Garcinia,Garcinia volkensii,,Kenya,,3.487,38.344,1607
KPLA400-12,CCDB-12955_KK059,CCDB-12955_KK059,Gentianales,Gardenia,Gardenia ternifolia,,Kenya,,0.246,34.868,1612
KPLA733-12,CCDB-12953_TH392,CCDB-12953_TH392,Rosales,Gouania,Gouania longispicata,,Kenya,,-3.36702,38.3405,1850
KPLA1016-12,CCDB-13729_TH675,CCDB-13729_TH675,Rosales,Gouania,Gouania longispicata,,Kenya,,3.488,38.345,1609
KPLA133-11,KK 039,KK 039,Asparagales,Habenaria,Habenaria malacophylla,,Kenya,,,,
KPLA134-11,KK 040,KK 040,Asparagales,Habenaria,Habenaria malacophylla,,Kenya,,,,
KPLA132-11,KK 038,KK 038,Asparagales,Habenaria,Habenaria malacophylla,,Kenya,,,,
KPLA131-11,KK 037,KK 037,Asparagales,Habenaria,Habenaria malacophylla,,Kenya,,,,
KPLA386-12,CCDB-12955_KK045,CCDB-12955_KK045,Asparagales,Habenaria,Habenaria malacophylla,,Kenya,,0.2467,34.868,1610
KPLA381-12,CCDB-12955_KK040,CCDB-12955_KK040,Asparagales,Habenaria,Habenaria malacophylla,,Kenya,,0.2467,34.868,1610
KPLA130-11,KK 036,KK 036,Asparagales,Habenaria,Habenaria malacophylla,,Kenya,,,,
KPLA723-12,CCDB-12953_KK382,CCDB-12953_KK382,Asparagales,Habenaria,Habenaria malacophylla,,Kenya,,0.21519,34.8841,1600
KPLA434-12,CCDB-12955_KK093,CCDB-12955_KK093,Commelinales,Hanguana,Hanguana madagascariensis,,Kenya,,0.253,34.863,1592
KPLA112-11,Kis 018,Kis 018,Sapindales,Harrisonia,Harrisonia abyssinica,,Kenya,,,,
KPLA111-11,Kis 017,Kis 017,Sapindales,Harrisonia,Harrisonia abyssinica,,Kenya,,,,
KPLA110-11,Kis 016,Kis 016,Sapindales,Harrisonia,Harrisonia abyssinica,,Kenya,,,,
KPLA114-11,Kis 020,Kis 020,Sapindales,Harrisonia,Harrisonia abyssinica,,Kenya,,,,
KPLA113-11,Kis 019,Kis 019,Sapindales,Harrisonia,Harrisonia abyssinica,,Kenya,,,,
KPLA394-12,CCDB-12955_KK053,CCDB-12955_KK053,Gentianales,Heinsenia,Heinsenia diervilleoides,,Kenya,,0.2467,34.868,1610
KPLA894-12,CCDB-13728_TH553,CCDB-13728_TH553,Gentianales,Heinsenia,Heinsenia diervilleoides,,Kenya,,3.49,38.346,1635
KPLA1014-12,CCDB-13729_TH673,CCDB-13729_TH673,Malvales,Hibiscus,,,Kenya,,3.488,38.345,1609
KPLA713-12,CCDB-12953_KK372,CCDB-12953_KK372,Caryophyllales,Hilleria,Hilleria latifolia,,Kenya,,0.45507,34.8651,1665
